sentiment,sarcasm,vulgar,abuse,target,description,id
positive,True,False,False,gender,"The meme contains a humorous dialogue in Gujarati between a husband and wife. The wife boasts that she used to receive proposals from far away. The husband sarcastically retorts that those who lived nearby must have known her well, implying they wouldn't propose. This is a common form of lighthearted marital humor, making it sarcastic and targeting gender dynamics within a relationship.",Gujarati_image_1420.jpg
Neutral,False,True,False,non-targeted,"The meme contains text in Gujarati that translates to a crude pickup line. It uses a double entendre with 'ટોપો મોટો' (topo moto - big top/hat, but implying penis, reinforced by a banana emoji) and asks the recipient to send a 'hot photo'. This makes the content vulgar. It is not targeted at any specific group or individual for abuse, but rather represents a general type of adult humor or suggestive content.",Gujarati_image_1391.jpg
Negative,False,False,False,non-targeted,"The meme in Gujarati translates to 'Even this year, I didn't find someone to hold the firki (a partner for kite flying)'. It expresses disappointment or sadness about not finding a companion, particularly in the context of the kite festival. It is a relatable sentiment and not abusive or vulgar, nor does it target a specific group in a harmful way.",Gujarati_image_1384.jpg
Neutral,False,True,False,non-targeted,"The meme highlights a village name in Gujarat, ""Gaalu,"" which sounds very similar to the Gujarati word ""Gaali"" meaning ""abuse"" or ""swear word."" The humor is derived from this linguistic resemblance, as indicated by the laughing emoji. While not directly abusive, the joke's premise revolves around a word with vulgar connotations, hence marked as vulgar.",Gujarati_image_1390.jpg
Negative,False,False,False,political,"The image highlights a perceived disparity in the justice system by contrasting two high-profile hit-and-run cases: one perpetrator (Tathya Patel) who caused 10 deaths recently went to jail, while another (Vismay Shah) who killed 2 people in a 2013 case was just released after completing his 5-year sentence. The negative sentiment arises from the implied criticism of the legal system's outcomes and its perceived inconsistencies regarding severe crimes, targeting the judicial/governance aspect.",Gujarati_image_706.jpg
Negative,True,False,False,social subgroups,"The meme uses Gujarati text to sarcastically mock Indian media for their sensational and premature reporting of the Chandrayaan-3 mission. It suggests that the media has already 'landed' on the moon even before the actual mission, implying exaggerated and possibly false claims. The sentiment is negative towards media practices, and it is clearly sarcastic, targeting the 'social subgroup' of media professionals.",Gujarati_image_712.jpg
positive,False,False,False,non-targeted,"This is a humorous meme in Gujarati depicting a conversation between a teacher and a student. The student provides a witty, pun-based answer to a question about Lord Ram's exile, causing the teacher to give up. The joke is lighthearted and not targeted at any specific group negatively.",Gujarati_image_921.jpg
Negative,False,True,True,gender,"The meme's Gujarati text translates to: ""The strength of a man is not estimated by his power, but is known by a girl's scream."" This phrase, especially coupled with ""Adult Gujarati"" at the bottom, strongly implies a vulgar sexual context. It objectifies women by reducing their experience to a measure of male strength in a highly inappropriate manner, making it abusive in its reinforcement of harmful stereotypes and sexual innuendo.",Gujarati_image_1347.jpg
Neutral,True,False,False,social subgroups,"The meme's Gujarati text says ""When there is a quarrel between mother-in-law and daughter-in-law."" The image shows a man exaggeratedly adding salt, with the text ""O Ji Namak Shamak, Namak Shamak... Daal Dete Hain..."" (just add salt). This is a sarcastic take on domestic conflicts, implying that someone is adding 'spice' or fuel to the argument, often a humorous observation on common family dynamics. The humor is aimed at a common social dynamic rather than being positive or negative towards any individual.",Gujarati_image_538.jpg
Negative,True,True,True,gender,"The meme contains a conversation in Gujarati where a girl asks a 'Baba' to teach her to see the future. The 'Baba' responds by telling her to take off her clothes and get into a sexual position, and when she questions if he intends to sexually assault her, he sarcastically states that she has 'seen her future' instantly. The content is negative, vulgar, and depicts sexual harassment, making a female (gender) the target of the depicted abuse.",Gujarati_image_1192.jpg
Neutral,False,True,False,social subgroups,"The meme, written in Gujarati, translates to 'A married man's life is like a belt buckle. There are many holes in front, but everyday you have to put it in the same hole!' followed by laughing emojis. The sentiment is neutral as it's a common lighthearted joke about the monotony of married life, not expressing strong positive or negative feelings. It is not sarcastic or abusive. However, the humor relies on a double entendre and sexual innuendo associated with 'hole' and 'putting in', making it vulgar due to its suggestive nature. The target is 'social subgroups' as it specifically refers to 'married men' and their shared experience.",Gujarati_image_510.jpg
Negative,True,True,True,individual,"The meme text, written in Gujarati, uses the derogatory term ""ગેલચોદયા"" (galchodiyas) to describe individuals who splash mud with their vehicles in the rain. This expresses a strong negative sentiment and constitutes vulgar and abusive language. The humor is cynical, contrasting a desirable thing (paneer pakoras) with an annoying reality, indicating sarcasm. The target is individuals who perform this specific annoying action.",Gujarati_image_1145.jpg
Negative,False,True,True,gender,"The meme uses vulgar language and a derogatory term ('આઈટમ' - item) to refer to a woman, objectifying her. The phrase 'ઠોકવા માટે જગ્યા જ મળતી નથી' (can't find a place to 'thokva') implies sexual activity in a crude way, making the content vulgar and abusive towards women by reducing them to sexual objects.",Gujarati_image_1151.jpg
Negative,False,True,True,non-targeted,"The content is a joke in Gujarati that uses vulgar language (""गांड मारतो"") to describe a rat dominating an elephant. It depicts an abusive scenario where the rat dismisses the elephant's pain after a coconut falls on its head, reinforcing a theme of dominance and exploitation. The language and implied themes make it vulgar and abusive.",Gujarati_image_1637.jpg
Neutral,False,False,False,social subgroups,"The meme humorously contrasts the perceived freedom of bachelors to enjoy festivals with the implied obligation of married men to appease their wives instead of participating in the festivities. It's a lighthearted take on marital dynamics, targeting married men as a social subgroup in a relatable way.",Gujarati_image_1179.jpg
Negative,True,True,False,gender,"The meme humorously depicts the perceived transformation of a woman and the realities of married life from a male perspective. It uses a sarcastic tone to highlight a less glamorous aspect of domesticity, specifically implying hair in food, which leans towards being slightly vulgar.",Gujarati_image_458.jpg
Negative,False,True,True,individual,"The meme contains Gujarati text which translates to ""Your ass doesn't stay at home."" This phrase uses a vulgar term (""ગાંડ"" - ass/buttocks) and is a derogatory statement. The accompanying image shows a person being hit, reinforcing the negative and potentially abusive nature of the message, which is directed at an individual.",Gujarati_image_316.jpg
Neutral,True,False,False,social subgroups,"The meme in Gujarati depicts a common humorous situation where friends are playfully unhelpful or confusing when asked for directions, illustrated by an image of people pointing in different directions. It's a light-hearted jest about friend dynamics.",Gujarati_image_470.jpg
Neutral,False,False,False,non-targeted,"The meme features the Doge character and text in Gujarati. The top text asks, 'Should I call you Parth's dad?' and the bottom text states, 'I was just having fun/teasing him/her.' This meme conveys a lighthearted and humorous scenario of playfully teasing someone by referencing them as a parent of another person, followed by a clarification that it was just a joke. It's a relatable social humor without targeting a specific individual or group for harm.",Gujarati_image_464.jpg
Negative,False,True,False,non-targeted,"The meme contains a Gujarati joke involving a character named Baka who is trying to examine a pimple on his buttocks. The humor escalates when his 'ustaad' (teacher/master) gets an erection, and Baka tells him to 'sit down, it's ours.' The joke uses vulgar language ('ગાંડું' - buttocks/ass) and heavily implies a crude sexual situation with a double entendre. The sentiment is classified as negative due to the explicit vulgarity, even though it's intended as humor. It is not sarcastic, abusive, and does not target any specific community or individual in a derogatory way.",Gujarati_image_1025.jpg
positive,False,True,False,non-targeted,"The meme is a lighthearted joke in Gujarati. It humorously observes that while feet whiten from being covered by shoes and socks all day, a private body part remains dark despite being covered by underwear since birth. The humor is crude due to its topic (private body parts and underwear) and is intended for adult audiences, as suggested by the 'ADULTગુજરાતી' watermark, hence 'vulgar' is true. It is not sarcastic, abusive, nor does it target any specific group.",Gujarati_image_1019.jpg
Neutral,False,False,False,individual,"The image contains Gujarati text ""સૂઈ જા સેડારી..."" which translates to ""Go to sleep, sleepyhead/lazy..."". This is accompanied by two playful emojis with tongues sticking out. The message is a lighthearted, teasing remark directed at an individual, without any malicious, vulgar, or abusive intent.",Gujarati_image_128.jpg
positive,False,True,False,non-targeted,"The content is a joke written in Gujarati. It is designed to be humorous and elicit laughter, hence it has a positive sentiment. It is not sarcastic or abusive. However, it contains the vulgar word ""chodva"" (ચોદવા), which makes it vulgar. The joke is general and does not target any specific community, gender, or individual for negative portrayal or harm.",Gujarati_image_1582.jpg
positive,True,False,False,non-targeted,"The meme humorously suggests declaring January 13th as 'Rooftop Cleanliness Campaign Day' due to the extensive cleaning often required before the Makar Sankranti (Uttarayan) festival. It uses popular characters to make a relatable, lighthearted comment on a common chore.",Gujarati_image_672.jpg
