location,image_description,text,translated_text,id
Middle,Text overlay on the image with a website URL.,"BANGALAHUNT.COM
বড়ো হয়ে ব্যাংক ডাকাতি করতে চায় তেমুর, 'সুপুত্র'এর
ইচ্ছে র কথা নিজের মুখেই জানালেন সাইফ","BANGALAHUNT.COM
Temur wants to rob a bank when he grows up, Saif himself revealed the wish of the 'good son'.",image_ben_478.png
Bottom,"A young boy walking with a backpack, looking distressed.",বড়ো হয়ে এইভাবে সফলতা পায়...,This is how one achieves success when they grow up...,image_ben_478.png
Top,A dog's face with a magnified view showing an angry expression.,মায়ের উপর রাগ দেখাচ্ছি কারণ,Showing anger at mother because,image_ben_3896.jpg
Bottom,A dog's face with a magnified view showing an angry expression. The text indicates a reason for the anger.,"সকালে ট্যাঙ্কে জল ভরতে ভুলে গেছে,
তাই স্নান না করেই বেরোতে হচ্ছে।","Forgot to fill water in the tank in the morning,
so have to go out without bathing.",image_ben_3896.jpg
Top,Green text written on white background,সাপের সিনেমা তে নাগিন :,Nagin in snake cinema :,image_ben_4121.jpg
Top Left,Black text written on white background,নাগিন খোলস,Nagin sheds,image_ben_4121.jpg
Middle Left,Black text written on white background,যুক্ত অবস্থায়।,In a functional state.,image_ben_4121.jpg
Top Right,Black text written on white background,নাগিন মানুষ হয়ে,Nagin becomes human,image_ben_4121.jpg
Middle Right,Black text written on white background,যাওয়ার পরে।,After going.,image_ben_4121.jpg
Bottom Left,"A woman in a snake-print dress, posing with her hand on her head.",,,image_ben_4121.jpg
Bottom Right,"A woman in black lingerie, posing in front of a white background.",,,image_ben_4121.jpg
Top,Text 'Nobody:' in black on white background.,Nobody:,Nobody:,image_ben_3882.jpg
Middle Top,Text 'Literally Nobody:' in black on white background.,Literally Nobody:,Literally Nobody:,image_ben_3882.jpg
Middle,Text 'ফ্যামিলি পরচে ছেলে তার মাকে:' in black on white background.,ফ্যামিলি পরচে ছেলে তার মাকে:,Family asks the son to his mother:,image_ben_3882.jpg
Bottom,A man and a woman standing and looking at a man lying on a bed.,"বাবা ঘুমিয়ে পড়েছে,
চলো লাগানো যাক","Father has fallen asleep,
Let's get started",image_ben_3882.jpg
Top,"The words ""Expectation"" and ""Aukat"" are written in black text on a white background.",Expectation,Expectation,image_ben_1071.png
Top right,"The word ""Aukat"" is written in black text on a white background.",Aukat,Aukat,image_ben_1071.png
Bottom left,"A green and white train is shown at a station. The text below says ""LOCAL TRAIN KINTO CHAI PUBLIC GROUP"".","লোকাল ট্রেন কিনতে চাই
PUBLIC GROUP","Want to buy a local train
PUBLIC GROUP",image_ben_1071.png
Bottom right,"Inside a crowded train, a man wearing a mask leans to read a poster.","দোকান ও গণ্যাধ্যাপি
সদেবর, ২০
দেশব্যাপী
ধর্মঘট
করুন","Shop and public
20th December
Nationwide
Strike
Do",image_ben_1071.png
Top part of the image,A couple sleeping peacefully in bed.,আমি তোমার সঙ্গে এভাবে ঘুমোতে চাই।,I want to sleep with you like this.,image_ben_1717.png
Middle part of the image,The same couple sleeping in bed.,# তুমি কি রাজি??,# Do you agree??,image_ben_1717.png
Bottom left part of the image,"A person looking shocked, with a Bengali text and an emoji.",শুধু ঘুমোতে চাও?,Just want to sleep?,image_ben_1717.png
Bottom right part of the image,A man with a surprised expression on his face.,Play,Play,image_ben_1717.png
Top,"Text on a black background: ""যেকোনো গ্রুপ খোলা exits""",যেকোনো গ্রুপ খোলা exits,Opening any group exits,image_ben_3114.png
Middle Top,"Text on a black background: ""লে মাইয়াবাজ বন্ধুঃ""",লে মাইয়াবাজ বন্ধুঃ,"Oh, cheating friend:",image_ben_3114.png
Middle,"Chat bubble from Mohammad saying ""মাইয়ারা নাই?"", with a sad emoji.",মাইয়ারা নাই?,Aren't there any girls?,image_ben_3114.png
Middle Right,A small chat bubble with a smiling emoji.,😊,😊,image_ben_3114.png
Lower Middle,"Chat bubble from Yeasin saying ""Naa""",Naa,No,image_ben_3114.png
Bottom,Chat bubble from Mohammad with a crying emoji.,🥺,🥺,image_ben_3114.png
left top text,Text in Bengali script written vertically.,নকশাল হামলা,Naxal attack,image_ben_849.png
middle text,Text written horizontally on a soldier's uniform.,Indian Army,Indian Army,image_ben_849.png
bottom right text,Text in Bengali script written below a sleeping person.,ভারতবাসী,Indians,image_ben_849.png
Top text,The text is in yellow color with a smiley face with hearts for eyes and a wink.,আজকের দিনের সেরা খবর,Today's best news,image_ben_88.png
Top left image,"A soldier in uniform holding a rifle, standing in a mountainous region.",,,image_ben_88.png
Top right text box,A screenshot of a tweet from Global Times mentioning China and India regarding troop withdrawal.,#China strongly opposes the acts and urges #India to immediately withdraw the troops that have illegally crossed the LAC: PLA Western Theater Command,#China strongly opposes the acts and urges #India to immediately withdraw the troops that have illegally crossed the LAC: PLA Western Theater Command,image_ben_88.png
Middle text box,A screenshot of a tweet from ANI reporting on a special operations battalion induction and Chinese troops moving into an area.,"ANI @ANI 17m Replying to @ANI
A special operations battalion was recently inducted into the area & on the night of August 29-30 moved into the area & occupied the heights from where Chinese troops were present barely a hundred meters. Sources","ANI @ANI 17m Replying to @ANI
A special operations battalion was recently inducted into the area & on the night of August 29-30 moved into the area & occupied the heights from where Chinese troops were present barely a hundred meters. Sources",image_ben_88.png
Bottom text,The text is in white and yellow on a blue background.,"চীনের অভ্যন্তরে ঢুকে চীনের পাঁচ কিলোমিটার এলাকা দখল করলো ভারত,
যার মধ্যে চীনের কয়েকটি গুরুত্বপূর্ণ সেনাঘাঁটিও রয়েছে।
গত ৭০ বছরে যা করার কারো সাহস হয়নি
মোদী জী সেটা করে দেখালেন।
এটাই হলো 56 ইঞ্চির ক্ষমতা যা দেখেছে দেশ
সহ গোটা বিশ্ববাসী।","India occupied five kilometers of China's territory by entering China,
within which are several important Chinese military bases.
No one had the courage to do this in the last 70 years,
Modi ji showed it.
This is the power of 56 inches that the country
and the whole world has seen.",image_ben_88.png
Top,Text in Bengali on a gradient background,অটল ট্য়ানেল দেখেছিস ???,Have you seen Atal Tunnel???,image_ben_861.png
Middle,Text in Bengali with a crying emoji,"ওহহ তোরা তো ठाकुर বা- ছা,  
সোরি...","Oh, you are Thakur or Chha, Sorry...",image_ben_861.png
Top,Text that reads 'Mountain Dew was launched in India in the year 2003'.,Mountain Dew was launched in India in the year 2003,Mountain Dew was launched in India in the year 2003,image_ben_2222.png
Middle,Text that reads 'Indians before 2003:'.,Indians before 2003:,Indians before 2003:,image_ben_2222.png
Bottom,"Cartoon image of a person looking concerned and saying ""I don't know why I'm scared"".",আমার কেমন জানি ভয় ভয় লাগছে,I don't know why I'm scared,image_ben_2222.png
Top,"Black text on a white background saying 'DELETED SCENE FROM ""SHREEMOYEE"" SERIAL'","DELETED SCENE FROM ""SHREEMOYEE"" SERIAL","DELETED SCENE FROM ""SHREEMOYEE"" SERIAL",image_ben_4492.jpg
Main Image,"A woman rolls her eyes while a man looks at her with a stern expression. A timestamp '0011085D' is visible in the bottom center, and the 'Star Jalsha' logo is in the top right.",,,image_ben_4492.jpg
top left,A girl on the phone asking to go out.,চল আজ কোথাও ঘুরতে যাই?,Shall we go out somewhere today?,image_ben_7616.jpg
top right,"A man wearing a blue shirt and red cap with a beard is on the phone, refusing the offer.",না বেবি প্লিজ অন্যদিন। আজ আমার ফিবারিট টিমের ফুটবল ম্যাচ।,"No baby, please another day. Today is my favorite team's football match.",image_ben_7616.jpg
bottom left,"The same girl from the top left, now looking slightly disappointed while on the phone.","ও বিরাট কোহলি কতগুলো নয়, ছয় আর চার  মারে আমাকে জানিয়।","O Virat Kohli, let me know when he hits sixes and fours, not how many.",image_ben_7616.jpg
bottom right,"The man from the top right, now wearing a garland and looking smug.",ovodoro memes,ovodoro memes,image_ben_7616.jpg
Top,,South indian new blockbuster movies exist,South Indian new blockbuster movies exist,image_ben_5001.jpg
Middle,,Bengali movies directors :,Bengali movies directors :,image_ben_5001.jpg
Bottom,"A man in a cowboy hat and red shirt speaking into a radio device with the text ""COPY THAT!"" below him.",COPY THAT!,COPY THAT!,image_ben_5001.jpg
Top,Text written in Bengali with a hashtag and parentheses,#শাড়িতেই (মিসো)নারী চ্যালেঞ্জ,#SareeChallenge (Miso)WomanChallenge,image_ben_4479.jpg
Middle,"A couple intimately embracing, with the male partner on top of the female partner. The male is wearing blue jeans and is shirtless. The female is wearing a red garment.",,,image_ben_4479.jpg
top image,A woman speaking at a podium with Bengali text overlay.,কেন্দ্র তো আমাদের টাকা দেয় না তাহলে আমরা পরিবর্তনটা আনবো কিভাবে ?,"The center doesn't give us money, so how will we bring the change?",image_ben_120.png
bottom image,A man with glasses and a beard speaking with his hands clasped in front of him. There is Bengali text overlay.,যা দেওয়া হয়েছে তার অর্ধেকেরও যদি আপনার উন্নয়নবাহিনী না খেয়ে জনগণকে দিতে তবে পরিবর্তনটা কাগজে নয় বাস্তবে আসতো,"Even if your development army had not eaten half of what was given and given it to the public, the change would have come in reality, not on paper.",image_ben_120.png
top right,"A speech bubble with red text directed towards the farmer, containing a cartoon goat with its mouth open.",খোদাই দেশের ভবিষ্যতের করুনা মিয়া,"Oh God, the country's future's compassion, Mr.",image_ben_1918.png
center,"A thin, elderly farmer wearing a conical hat sits dejectedly on a grassy hill.",,,image_ben_1918.png
right of farmer,"A black goat with yellow eyes stands to the right of the farmer, looking at him with a wide grin.",,,image_ben_1918.png
left,"A field with tall grass is on fire, producing a large amount of gray smoke.",,,image_ben_1918.png
Top,"A news headline with a picture of several women in traditional Indian attire, some wearing face masks.",১০০ টাকা মিলল না কিন্তু ৫০০ টাকা ওঠাও হয়ে গেল।,"Did not get 100 rupees, but 500 rupees were withdrawn.",image_ben_652.png
Middle,A news snippet with text and a picture of women.,"লক্ষ্মীর ভাণ্ডারের ৫০০ টাকা পেতে আবেদন, অ্যাকাউন্ট থেকে ওঠাও साढ़े ২৬ হাজার","Applying to get 500 rupees for Lakshmi Bhandar, 26.5 thousand withdrawn from account.",image_ben_652.png
Bottom,"A close-up of a smiling woman, likely a politician, with other women in the background.",দিস ইজ বিজনেস ব্রু...,This is business bro...,image_ben_652.png
Top half of the image,"A close-up shot of the Jagannath Temple's spire and dome, with a dramatic sky in the background.",,,image_ben_63.png
Main spire,"The tall, red, intricately carved spire of the Jagannath Temple, adorned with many small figures and birds.",,,image_ben_63.png
Dome in front of the spire,"A lighter, grey dome in the foreground, also intricately carved with figures and patterns, with a small horn-like object on top.",,,image_ben_63.png
Sky,"A cloudy sky with colors ranging from deep blue to orange and pink, suggesting either sunrise or sunset.",,,image_ben_63.png
Top,"The text is in Bengali and it says ""Bondhuke 20 taka dhar deyar por !"" which means ""After lending 20 taka to a friend!"".",বন্ধু কে ২০ টাকা ধার দেওয়ার পর !,After lending 20 taka to a friend!,image_ben_2587.png
Bottom,"The text is in English and it says ""Helping the poor is my passion !!"". The person in the image is dressed in a flashy red robe and sunglasses, giving a dramatic pose.",Helping the poor is my Passion !!,Helping the poor is my Passion !!,image_ben_2587.png
Top,"A caricature of an older man with a stern expression, wearing a yellow robe, sits on a playing card forming the apex of a house of cards.",,,image_ben_1930.png
"Second row, left","A caricature of a man with glasses and a beard, wearing a black vest over a white shirt, sits on a playing card.",,,image_ben_1930.png
"Second row, right","A caricature of a stout man with a stern expression, wearing a black vest over a white shirt, sits on a playing card.",,,image_ben_1930.png
"Third row, left","A caricature of a man with glasses, wearing a black vest over a white shirt, sits on a playing card, looking towards the viewer.",,,image_ben_1930.png
"Third row, middle","A caricature of a man with glasses, wearing a black vest over a white shirt, sits on a stack of books on a playing card.",,,image_ben_1930.png
"Third row, right","A caricature of a man with a determined expression, wearing a black vest over a white shirt, sits on a stack of books on a playing card.",,,image_ben_1930.png
"Bottom row, far left","A caricature of a man with glasses, wearing a purple shirt, sits on a playing card reading a newspaper.",,,image_ben_1930.png
"Bottom row, middle left","A caricature of a man wearing a blue shirt and a hat, holding a red object, sits on a playing card.",,,image_ben_1930.png
"Bottom row, middle right","A caricature of a man with white hair, wearing a yellow shirt, sits on a playing card with his arms crossed and eyes closed.",,,image_ben_1930.png
"Bottom row, far right","A caricature of a man wearing a white robe, with a stern expression, sits on a playing card.",,,image_ben_1930.png
Top right,"White text in Bengali script is written inside a red square border. Below the box are playing card suits: spade, diamond, heart, club.",আসের রাজ্য,Asher Rajya,image_ben_1930.png
Top,"Two girls whispering to each other. The girl on the left is whispering something into the ear of the girl on the right, who has a surprised expression.","ওই দেখ, ওই ছেলেটাকে কেউ 'কেমন আছো' জিজ্ঞেস করলে, ও উত্তর দেয় 'এই কেটে কুটে যাচ্ছে, রক্ত বের হচ্ছে না'","Look there, when someone asks that boy 'How are you?', he replies 'It's getting cut, no blood is coming out'",image_ben_4445.jpg
top image,"A man and a woman are looking at each other intently. The woman has a surprised expression on her face, and the man seems to be whispering something to her.",হিয়া দিদি কে কিস খেতে শেখানো উজান স্যার,Ujan Sir teaching Hiya Didi how to kiss,image_ben_108.png
bottom image,"A man and a woman are looking at each other closely. The woman is wearing traditional Indian wedding attire, and the man is wearing a formal shirt.",আগে থেকেই এসব এ PHD করে বসে থাকা হিয়া দিদি,Hiya Didi who already has a PhD in all this,image_ben_108.png
Top,Text on a black background with a star and number 1 logo on the right.,দরকার হলে আমার পোঁদ মারো,"If needed, kick my ass",image_ben_4337.jpg
Bottom,Two men in sports attire. One man in yellow is kicking the other man in blue on the leg.,মারো কিন্তু ব্যাট করতে যেতে বলো না ।।,"Kick, but don't ask me to bat!!",image_ben_4337.jpg
Top,Three men in traditional caps are looking at a man in an orange shirt who is gesturing with his finger. The man in the orange shirt is speaking to the other two men.,"মুদি সরকার দেশের GDP
কুতায় নামিয়ে দেখেছে!",Did the Modi government bring down the country's GDP to dogs!,image_ben_77.png
Middle,Three men in traditional caps are looking at a man in an orange shirt who is speaking. The man in the orange shirt is gesturing.,"অন্যদেশের GDP কমলে করোনা
দায়। আর এইদেশে GDP কমলে
দেশের প্রধান দায়ী! চ্যাংড়ামি হচ্ছে..","If another country's GDP falls, it's due to Coronavirus. But if this country's GDP falls, the country's head is responsible! This is nonsense.",image_ben_77.png
Bottom,"A man in an orange shirt is being slapped by a man in a white shirt, while another man in a traditional cap watches. The man being slapped looks distressed.","যারা CAA প্রতিবাদের নামে দাংগা করে হোক বা ধর্মNumerator,
আঘাত লাগলেই কোটি কোটি টাকার দেশের সম্পত্তি জ্বালিয়ে দেয়,
তাদের মুখে দেশের GDP নিয়ে লেকচার মানায় না..","Those who riot in the name of CAA protests or religious hatred, and burn crores of money and country's property when hurt, it is not right for them to lecture about the country's GDP..",image_ben_77.png
Top,A poster with text written in red and black colors.,JOIN SFI BE A COMPLETE MAN,JOIN SFI BE A COMPLETE MAN,image_ben_1105.png
Bottom,"A man wearing a bra, with long hair and beard, raising his hand and shouting. There are other people in the background.",Meanwhile after joining SFI,Meanwhile after joining SFI,image_ben_1105.png
Top left corner,Logo of Republic Media Network,"R.
REPUBLIC
MEDIA
NETWORK","R.
REPUBLIC
MEDIA
NETWORK",image_ben_929.png
Center of the image,"A microphone with the Republic Bangla logo on it, held by a hand. The background is a bridge and a body of water.",R. | বাংলা,R. | Bangla,image_ben_929.png
Bottom left of the image,Text overlay on a blurry background of a bridge and water.,"কথা হবে
চোখে চোখ রেখে","We will talk
Eye to eye",image_ben_929.png
Bottom banner,A banner with multiple Republic network logos and a website address.,REPUBLIC. R. भारत R. বাংলা R.REPUBLICWORLD.COM,REPUBLIC. R. Bharat R. Bangla R.REPUBLICWORLD.COM,image_ben_929.png
Top Banner,A television program title with Bengali script and a woman in traditional attire.,িমনোहर ইftar,Monohar Iftar,image_ben_2418.png
Middle text,White text on a dark background.,I'm Coming Babes..,I'm Coming Babes..,image_ben_2418.png
Bottom Text,Green background with white text listing various food items.,"TIME FOR SOME NOODLES ER SHORBOT
OR SOME NOODLES ER HALUA
OR SOME NOODLES ER ICE CREAM
OR, WELL ANYTHING ELSE OBNXIOUS MADE OF NOODLES","TIME FOR SOME NOODLES OR SHERBET
OR SOME NOODLES OR HALWA
OR SOME NOODLES OR ICE CREAM
OR, WELL ANYTHING ELSE OBNOXIOUS MADE OF NOODLES",image_ben_2418.png
top,A profile picture of Sayan Majumdar and text in Bengali.,"Sayan Majumdar
জিনপিং এবং এমানুয়েল ম্যাক্রোঁ, এই দুজন কে ৬- মাস করে ভারতের প্রেসিডেন্ট করা হোক,
একজন পাবলিক টয়লেট বানাবে আর
একজন টয়লেটের গায়ে কার্টুন এঁকে
সাজিয়ে দেবে.","Sayan Majumdar
Let Jinping and Emmanuel Macron be made the President of India for 6 months,
One will make a public toilet and
One will draw cartoons on the toilet
and decorate it.",image_ben_1111.png
bottom,"Two men in white shirts. One man in the foreground is wearing glasses and looking to the side. The other man is in the background, slightly out of focus, with a mustache and glasses, and looking towards the man in the foreground.","ছেলেটার এই
মতাদতা সাভ্যা ভাবার
আছে রে বোমকেশ।","This boy has this
opinionated thought, Byomkesh.",image_ben_1111.png
bottom left,The same two men as in the previous description. The man in the foreground is wearing glasses and looking to the side with a serious expression. The man in the background is slightly out of focus.,"হম... ভুল কিছু বলিনি, ভারতেও শান্তিবাদ্দেরী উৎপাত শুরু করেছে।","Hmm... didn't say anything wrong, in India too the nuisance of peace lovers has started.",image_ben_1111.png
Top,Text indicating a voice command and a file name,"Okay Google
Modi And Amit with CBI .jpg","Okay Google
Modi And Amit with CBI .jpg",image_ben_4280.jpg
Bottom,Narendra Modi and Amit Shah are shown with a dog. Amit Shah is offering something to the dog from his hand. The scene appears to be in a kitchen.,,,image_ben_4280.jpg
Top Left,Text in Bengali on a light grey background with a picture of Rahul Gandhi on the right.,"সব ধর্মের রক্ত আছে
এই মাটিতে
হিন্দুস্থান কারো
বাপের নয়,
- রাহুল গান্ধী","The blood of all religions is in this soil. Hindustan does not belong to anyone's father, - Rahul Gandhi",image_ben_901.png
Bottom Right,Text in Bengali on a light pink background with a picture of Amit Shah on the left.,"রক্ত পরীক্ষা
করার জন্য
ক্লিনিক খুলে বসে নেই
খান থেকে গান্ধী
কি করে হয়
কাগজ দেখা","To test blood, Khan (referring to Muslim) and Gandhi have not opened clinics, how can they show papers?",image_ben_901.png
Top part of the image,"A woman in a white saree is posing, holding a yellow object. There is a Spongebob meme logo on the right.",এই পোস্টা ঠিক আছে না?,Is this post okay?,image_ben_3504.jpg
Middle part of the image,A man with headphones and beard is directing a film set with a camera in front of him.,"না, আরেকটু নিচু হতে হবে","No, it needs to be a little lower.",image_ben_3504.jpg
Bottom part of the image,A woman in a white saree is posing. There is a Spongebob meme logo on the right side of the image.,শর্তकामना,All the best,image_ben_3504.jpg
Top,"A man with a serious expression is shown, with a Spongebob Squarepants cartoon on a green circular background in the top left corner.",আউরে দেখনা দিনে শুটিং করবন আমি,I will not shoot during the day,image_ben_3538.jpg
Middle,"A man wearing headphones and glasses is focused on a camera, with another man's face visible in the background.",এই কে অফিস কেউ পাউডালি আর সোমক দিয়ে চাটা,"This is office, powdering and cleaning with somak",image_ben_3538.jpg
Bottom,A close-up shot of a woman with striking eyes and a black bindi on her forehead.,কিন্তু রাজদা ও তো হরলিস চাটার কথা বলেছে,But Rajda also spoke of Harlish chatter,image_ben_3538.jpg
Center,"A caricature of a woman with glasses, wearing a headscarf, with her finger in her nose, next to a bottle labeled ""Saraswatir Tel"".",সরস্বতী তেল,Saraswati Oil,image_ben_1844.png
Top right,"A yellow speech bubble with a jagged edge, containing Bengali text.",দঁшите ঘুমোন কেমনে ??,How to sleep in a mosquito net? ??,image_ben_1844.png
Center right,"Two people, one man and one woman, are shouting angrily.",ধৈর্য,Patience,image_ben_1844.png
Top,"Multiple starburst shapes with Bengali text inside, scattered across the top of the image.",ধৈর্য,Patience,image_ben_1844.png
Center,"Multiple starburst shapes with Bengali text inside, scattered around the central figures.",ধৈর্য,Patience,image_ben_1844.png
Top,handwritten text in Bengali,সকল দেশের রানী,Queen of all countries,image_ben_1850.png
Middle,handwritten text in Bengali,সে যে,She is,image_ben_1850.png
Main image,"A cartoon of a person lying on the ground, holding the flag of Bangladesh, with their body bent backwards.",,,image_ben_1850.png
top part,"A cartoon drawing of a man with green hair, sunglasses, and a cigar.","বিয়ে তো আমি সেই মেয়েকেই করবো,","I will marry that girl only,",image_ben_1688.png
middle part,No description is available for this part of the image.,"যে মেয়ের ঝগড়া করার পর বলবে,
সব ভুল আমার- পারলে দুই গালে দুটো চুমু খেতে পারো।","After quarreling, the girl will say,
All mistakes are mine - if you can, kiss me on both cheeks.",image_ben_1688.png
bottom left part,"A yellow emoji face with eyes closed and a wide open mouth, laughing.",,,image_ben_1688.png
