sentiment,sarcasm,vulgar,abuse,target,description,id
Negative,True,False,False,political,"The meme shows Priyanka Gandhi stating in Bengali: ""Yogi is communal! Otherwise, why doesn't he go to the mosque?"" Below, Yogi Adityanath is shown with text in Bengali: ""I once went to Babri Masjid, since then no one is allowing [anyone] to go."" The meme is highly sarcastic, ridiculing Priyanka Gandhi's initial statement and using Yogi Adityanath's implied response to sarcastically allude to the controversial demolition of the Babri Masjid, suggesting that after his alleged involvement, the mosque no longer exists for anyone to visit. The sentiment is negative due to its critical and mocking tone towards political figures and its use of a sensitive historical event for political satire.",image_ben_444.png
Negative,True,True,True,individual,"The meme depicts a conversation where a woman asks a man if he desires to be called 'father'. Upon his affirmative response, she sarcastically and vulgarly remarks about his growing belly, implying he's only getting fat rather than having a child. This targets the individual with a body-shaming comment.",image_ben_7366.jpg
Negative,True,True,False,religion,"The meme depicts a woman in a suggestive pose with Bangla text that contrasts the start of Mahalaya, a Hindu religious occasion, with a husband's desire for 'morning sex'. The humor is derived from this vulgar juxtaposition, making it sarcastic and crude by trivializing a religious observance.",image_ben_4647.jpg
Negative,True,False,False,individual,"The meme features a humorous conversation between MS Dhoni and Virat Kohli. Dhoni says Virat shouldn't take anything ""useless"" from England. Kohli replies he hasn't. Dhoni then jokes that he brought Suresh Raina (implying Raina is useless), which makes Kohli burst into laughter, confirming Dhoni's statement that what he said (about Raina) is ""completely useless"". The sentiment is negative towards Suresh Raina, calling him ""useless"", but it's presented in a sarcastic and humorous way rather than genuinely abusive.",image_ben_7428.jpg
Negative,False,False,True,religion,"The meme uses a fabricated or misleading news headline about Taimur Ali Khan (a Muslim child) wanting to rob banks and generalizes this as ""Muslims' childhood wishes"". It then juxtaposes this with an image of a young man and a caption implying that this (presumably criminal activity) is how one achieves success. This creates a derogatory stereotype linking a religious community (Muslims) to criminal behavior and implies that this is their typical path to success, which constitutes abuse against the religious group.",image_ben_478.png
Neutral,True,False,False,non-targeted,"The meme displays a dog with an angry expression, accompanied by text in Bengali that translates to: 'Showing anger at mother because she forgot to fill water in the tank in the morning, so I have to go out without bathing.' The humor is derived from the exaggerated reaction to a common, trivial domestic inconvenience, making it sarcastic. It is not vulgar or abusive. The humor is broadly relatable and not aimed at a specific individual or group in a harmful way, hence it is classified as non-targeted.",image_ben_3896.jpg
Negative,False,True,False,gender,"The meme humorously depicts a Naagin's (female snake's) transformation by showing a woman in a snakeskin dress and then a woman in lingerie. The joke relies on sexualizing the 'human' form of the Naagin, objectifying women and using sexually suggestive imagery for comedic effect, which makes it vulgar and targets gender.",image_ben_4121.jpg
Negative,False,True,True,social subgroups,"The meme depicts a highly vulgar and abusive scenario involving a son and his mother in an incestuous context. The Bengali text explicitly suggests a sexual act between them while the father is asleep. This content is negative, vulgar, and abusive, targeting the family unit as a social subgroup by promoting incest.",image_ben_3882.jpg
Negative,True,False,False,non-targeted,"The meme contrasts an unrealistic expectation (owning a local train) with the harsh reality ('Aukat' - status/capacity) of an overcrowded public train, possibly exacerbated by a strike. It uses sarcasm to highlight the gap between an ideal desire and a disappointing everyday reality. The sentiment is negative as it depicts a frustrating or challenging situation.",image_ben_1071.png
Neutral,True,True,False,non-targeted,"The meme features an image of a couple in bed with Bengali text that translates to 'I want to sleep with you like this. Are you willing??'. This is juxtaposed with a surprised image of Johnny Sins and Bengali text asking 'Only want to sleep?'. The meme uses a sexual double entendre for the word 'sleep', implying a sarcastic surprise at the literal interpretation and thus making it vulgar due to the innuendo.",image_ben_1717.png
Neutral,True,False,False,individual,"The meme humorously portrays a 'flirtatious friend' who joins a group chat and immediately leaves upon realizing there are no girls present, as shown by the chat exchange. It's an observational joke about a common character type, hence the sentiment is neutral, it uses sarcasm, and is not vulgar or abusive. The target is an individual personality type.",image_ben_3114.png
positive,False,False,False,national origin,"The meme shows an Indian Army soldier protecting a sleeping Indian citizen from a 'Naxalite attack', indicating the army's sacrifice for the nation's peace. The sentiment is positive, glorifying the Indian Army.",image_ben_849.png
positive,False,False,False,political,"The meme expresses strong positive sentiment, celebrating India's actions on the border and crediting Prime Minister Modi. The text praises Modi's leadership, using the phrase ""56 inches"" power, a common reference to him, and states he achieved what others could not in 70 years. There is no sarcasm, vulgarity, or abuse present. The content is directed at a political leader and his actions, making the target political.",image_ben_88.png
Negative,True,True,True,other,"The meme asks ""Have you seen the Atal Tunnel???"" and then immediately follows with a highly vulgar and abusive term (মাকুর বা- চ্ছা, equivalent to 'son of a bitch' or 'motherfucker') directed at the audience, concluding with a sarcastic 'sorry' and a crying emoji. The use of a strong expletive makes it vulgar and abusive. The sentiment is negative due to the derogatory language, and the 'sorry' makes it sarcastic. The target is an unspecified group of individuals.",image_ben_861.png
Neutral,True,False,False,non-targeted,"The meme humorously exaggerates the impact of Mountain Dew's launch in India. It implies that before 2003, Indians were 'scared' (as depicted by the distressed character and Bengali text 'I am feeling somewhat scared'), satirically linking the drink to courage, referencing its popular slogan. The humor is based on irony and exaggeration rather than malice.",image_ben_2222.png
Negative,True,False,False,other,"The meme displays a character from the 'Shreemoyee' serial with an exaggerated expression of exasperation (eyes rolled back), labeled as a 'deleted scene.' This is a sarcastic commentary on the dramatic or frustrating elements often found in such serials. The sentiment is negative as it conveys annoyance or disdain for the serial's content/tropes. It is not vulgar or abusive. The target is the specific TV serial ('Shreemoyee') and its common dramatic elements.",image_ben_4492.jpg
Negative,True,False,False,individual,"The meme shows a conversation between a couple. The girl asks her partner to go out, but he declines, stating he wants to watch his favorite football team's match. The girl then sarcastically tells him to inform her about every four, six, and other details Virat Kohli hits (even though it's a football match, she uses a cricket player's name, further emphasizing her sarcasm or annoyance at him prioritizing sports over her). The final panel shows the man garlanded, sarcastically 'honoring' his dedication to sports. The sentiment is negative because the girl is clearly frustrated and annoyed. Sarcasm is evident in her last statement and the final visual of the man. There is no vulgarity or abuse. The target is individual, as it depicts a relatable conflict between two individuals in a relationship over differing priorities.",image_ben_7616.jpg
Negative,True,False,False,national origin,"The meme implies that Bengali movie directors often copy new blockbuster films from South Indian cinema, using the phrase 'COPY THAT!' in a sarcastic manner to highlight this perceived lack of originality. The negative sentiment is directed towards the Bengali film industry for imitation.",image_ben_5001.jpg
Negative,False,True,True,gender,"The meme displays an intimate scene between a man and a woman, coupled with the Bengali text '#শাড়িতেই (মিসো)নারী চ্যালেঞ্জ' which translates to '#SareeChallenge (Miso/Me Too) Woman Challenge'. This content is vulgar due to the explicit image and abusive as it objectifies and exploits women by framing a private act as a public 'challenge', potentially without consent for public display, or by mocking social movements, thereby demeaning women.",image_ben_4479.jpg
Negative,True,False,False,political,"The meme features two political figures, Mamata Banerjee and Narendra Modi. Mamata Banerjee's quote says, ""The Centre does not give us money, so how will we bring about change?"" Narendra Modi's counter-quote states, ""If even half of what has been given, your 'development army' had given to the people instead of consuming it themselves, then the change would have come in reality, not just on paper."" The sentiment is negative because it criticizes the state government for alleged mismanagement and misappropriation of funds, implying that they are responsible for the lack of real development. It is sarcastic because Modi's statement implies that funds were indeed provided, but misused by the state government's 'development army', and that the promised 'change' is merely superficial. The target is political, specifically criticizing the ruling party in West Bengal.",image_ben_120.png
Negative,True,False,False,political,"The meme depicts a distressed farmer sitting next to his burning field, while a goat tells him, ""For God's sake, don't ruin the country's reputation, miya."" This is a sarcastic commentary on the misplaced priorities of those who are more concerned with maintaining a superficial 'national image' than addressing the real and dire struggles of the farming community, which might lead to desperate actions like burning crops.",image_ben_1918.png
Negative,False,True,True,gender,"The meme displays images of sliced fruits (sapodilla/chikoo) that visually resemble female genitalia, juxtaposed with text in Bengali that translates to ""Water that has come into contact with this virus can also spread this virus."" This combination creates a vulgar sexual innuendo, implying a connection between female anatomy and the spread of a 'virus' (likely referring to sexually transmitted diseases). This is demeaning and objectifying towards a specific gender, thus constituting abuse.",image_ben_3464.jpg
Negative,True,False,False,political,The meme combines a news report about alleged financial fraud where people lost money after applying for a government welfare scheme (Lakshmi Bhandar) with a smiling image of Chief Minister Mamata Banerjee and the sarcastic caption 'This is business bruh...'. It critiques the political system and implies corruption regarding public funds.,image_ben_652.png
positive,False,False,False,non-targeted,"The image is a clear, high-quality photograph of a temple, likely of Hindu origin, showcasing intricate architecture against a colorful sky. It evokes a sense of beauty and reverence. There is no text or context provided to suggest sarcasm, vulgarity, or abuse, nor does it target any specific group negatively.",image_ben_63.png
Neutral,True,False,False,non-targeted,"The meme uses a humorous and sarcastic tone to exaggerate the feeling of self-importance after performing a very small act of generosity, like lending a trivial amount of money. The image of the child dressed ostentatiously enhances this ironic effect. It's a relatable observation rather than targeting any specific group negatively.",image_ben_2587.png
Negative,True,False,False,political,"The image features caricatures of prominent Indian political leaders, including Narendra Modi, Amit Shah, Rahul Gandhi, and Mamata Banerjee, arranged in a 'house of cards' structure. The Bengali text 'তাসের রাজত্বে' (Tasher Rajotto) translates to 'In the reign of cards' or 'Kingdom of cards'. This visual metaphor and text convey a strong sense of instability and fragility within the political system. It's a sarcastic commentary on the perceived precariousness of the current political landscape and the figures holding power.",image_ben_1930.png
Neutral,True,False,False,non-targeted,"The Bengali text translates to ""Look, if someone asks that boy 'how are you', he replies 'it's just barely going, no blood is coming out'"". This is a sarcastic and darkly humorous response to a common greeting, implying a struggle but in an exaggerated, non-literal way. It is not vulgar or abusive and is a general observation rather than targeting a specific group or individual.",image_ben_4445.jpg
Negative,False,True,True,gender,"The meme uses highly vulgar and abusive language in Bengali. It compares the sexual acts with 'virgin girls' versus 'barobhatari' (a derogatory term for a promiscuous woman), implying a demeaning and misogynistic view towards women based on their perceived sexual history. The language is explicit and targets gender in an abusive manner.",image_ben_4451.jpg
Neutral,True,False,False,individual,"The meme uses two panels featuring a female character named 'Hiya Didi'. The top text humorously states that 'Ujaan Sir is teaching Hiya Didi how to kiss'. The bottom text sarcastically retorts that 'Hiya Didi already has a PhD in these things', implying she is already very experienced in intimacy. This creates a sarcastic commentary on the character, but it is not vulgar or abusive, merely playful.",image_ben_108.png
Negative,True,True,False,non-targeted,"The Bengali text ""দরকার হলে আমার পোঁদ মারো মারো কিন্তু ব্যাট করতে যেতে বলো না"" translates to ""If needed, hit my ass, but don't ask me to go bat."" The phrase ""পোঁদ মারো"" is highly vulgar and implies a crude sexual act, used here as an extreme hyperbolic expression of unwillingness and frustration. The sentiment is negative as it conveys extreme reluctance towards the task of batting. It is sarcastic because it uses a shocking and offensive exaggeration to emphasize the speaker's desire to avoid batting. While vulgar, it is not directed at any specific person or group with abusive intent, but rather expresses a general, albeit crude, sentiment of avoiding an undesirable task, making it non-targeted.",image_ben_4337.jpg
Negative,True,False,True,social subgroups,"The meme criticizes a specific group of people, identified as those who participated in CAA protests and allegedly caused property damage due to 'hurt religious sentiments'. It implies that these individuals are hypocritical and have no right to lecture about the country's GDP, which is presented as a sarcastic dismissal of their economic concerns and an implicit defense of the government.",image_ben_77.png
Negative,True,False,True,political,"The meme targets the Students' Federation of India (SFI), a political organization. It uses sarcasm by juxtaposing SFI's slogan 'JOIN SFI BE A COMPLETE MAN' with an image of a person wearing a bra, implying that joining SFI leads to a loss of traditional masculinity. This is abusive as it ridicules and demeans the political group through gender stereotypes.",image_ben_1105.png
Neutral,False,False,False,political,"The image is a promotional graphic for Republic Bangla, a news channel. The text ""কথা হবে চোখে চোখ রেখে"" translates to ""We will talk eye to eye,"" signifying a direct and assertive approach to journalism and debate. This phrase, commonly used by news channels, implies a readiness to confront or question. While the statement itself is neutral in tone, in the context of a news channel, it often relates to engaging with political figures or issues. It is not sarcastic, vulgar, or abusive.",image_ben_929.png
Negative,True,True,False,individual,"The meme displays a female TV host from an Iftar (Ramadan meal) show. The overlaid phrase ""I'm Coming Babes.."" is vulgar and objectifies the individual host. The bottom text sarcastically criticizes unusual and seemingly unappetizing food combinations, such as noodles in traditional dessert or drink forms, conveying a negative sentiment towards such culinary experimentation.",image_ben_2418.png
Negative,True,False,True,political,"The meme uses sarcasm to criticize the political situation and governance. It proposes two world leaders should become Indian presidents for trivial tasks like building and decorating public toilets, implying a derogatory view of the current political state. This is reinforced by a secondary comment agreeing that ""peacekeepers"" (a sarcastic and often derogatory term for certain social/religious groups) are causing ""nuisance"" in India, which is a common form of abusive political commentary.",image_ben_1111.png
Negative,True,False,False,political,"The meme depicts the faces of Prime Minister Narendra Modi and Home Minister Amit Shah photoshopped onto individuals hiding, with text suggesting a Google search for 'Modi And Amit with CBI'. This implies a critical stance, portraying the political figures as potentially guilty or afraid of investigation by the CBI, using satire to convey a negative sentiment towards them.",image_ben_4280.jpg
Negative,True,False,True,individual,"The meme contrasts a statement attributed to Rahul Gandhi promoting religious harmony with a retort attributed to Amit Shah. Amit Shah's statement, ""I haven't opened a clinic for blood tests, show the documents on how Khan became Gandhi,"" is sarcastic and constitutes a personal attack questioning Rahul Gandhi's lineage and identity. This statement is derogatory and aims to discredit an individual, hence classified as negative and abusive.",image_ben_901.png
Negative,False,True,True,gender,"The meme shows a director instructing a female model to pose in a more revealing manner, specifically asking for the pose to be ""a bit lower."" The final image displays a more revealing pose of the woman, accompanied by the vulgar and abusive Bengali phrase ""শালা ঠামনা"" (Shala Thamna), which is a derogatory exclamation. The content objectifies women, uses vulgar language, and is abusive towards the female subject.",image_ben_3504.jpg
Negative,True,True,True,individual,"The meme uses vulgar double entendres with the word 'chaṭa' (to lick/suck) to make sexually suggestive and demeaning comments about specific individuals (actors Paoli Dam, Soham, and director Raj Chakraborty). It is abusive as it implies inappropriate actions and is highly vulgar.",image_ben_3538.jpg
Negative,True,False,True,political,"The cartoon criticizes a political figure for their apparent indifference, depicted by the idiom 'sleeping with oil in the nose', to widespread rape incidents. The public's outcry is represented by 'Rape' bubbles and screaming individuals, while a speech bubble questions how the political figure can sleep at night amidst such suffering. The strong accusation of indifference towards a severe social issue makes it abusive towards the political figure.",image_ben_1844.png
